adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,threeptavg,twoptavg,win14pct,ftpct,OffRebGame,DefRebGame,TO_game,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed,T2_threeptavg,T2_twoptavg,T2_win14pct,T2_ftpct,T2_OffRebGame,T2_DefRebGame,T2_TO_game,Team1Win
26.4,116.3,-0.006,71.5,10.06,109.1,99.0,3.36,2.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,21.29,114.6,-0.019,63.8,9.0,108.5,99.5,-1.98,7.0,0.0,0.0,0.0,0.0,11.0,23.0,10.0,0.0
26.68,113.5,0.043,61.1,7.35,107.1,99.8,-0.19,3.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,18.9,114.2,-0.049,69.7,9.09,108.0,98.9,-2.73,11.0,0.0,0.0,0.0,0.0,16.0,25.0,15.0,1.0
18.9,114.2,-0.049,69.7,9.09,108.0,98.9,-2.73,11.0,0.0,0.0,0.0,0.0,16.0,25.0,15.0,26.68,113.5,0.043,61.1,7.35,107.1,99.8,-0.19,3.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,0.0
22.05,117.3,0.054000000000000006,63.8,6.94,108.1,101.2,3.5,3.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,18.3,110.5,-0.025,66.9,6.41,106.2,99.7,-3.61,6.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,1.0
18.3,110.5,-0.025,66.9,6.41,106.2,99.7,-3.61,6.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,22.05,117.3,0.054000000000000006,63.8,6.94,108.1,101.2,3.5,3.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,0.0
23.61,117.0,-0.036000000000000004,66.2,3.36,105.2,101.8,14.93,10.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,25.56,115.2,0.028999999999999998,60.5,8.48,108.2,99.8,-2.72,2.0,0.0,0.0,0.0,0.0,9.0,25.0,13.0,1.0
25.56,115.2,0.028999999999999998,60.5,8.48,108.2,99.8,-2.72,2.0,0.0,0.0,0.0,0.0,9.0,25.0,13.0,23.61,117.0,-0.036000000000000004,66.2,3.36,105.2,101.8,14.93,10.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,0.0
25.41,113.1,-0.057,65.3,9.34,108.4,99.0,0.79,3.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,14.47,109.5,0.077,63.1,9.45,108.3,98.9,-0.55,6.0,0.0,0.0,0.0,0.0,11.0,24.0,12.0,1.0
14.47,109.5,0.077,63.1,9.45,108.3,98.9,-0.55,6.0,0.0,0.0,0.0,0.0,11.0,24.0,12.0,25.41,113.1,-0.057,65.3,9.34,108.4,99.0,0.79,3.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,0.0
31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,16.77,108.2,-0.043,66.6,6.22,108.1,101.8,-1.48,8.0,0.0,0.0,0.0,0.0,12.0,28.0,15.0,1.0
16.77,108.2,-0.043,66.6,6.22,108.1,101.8,-1.48,8.0,0.0,0.0,0.0,0.0,12.0,28.0,15.0,31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,0.0
30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,15.19,111.4,0.008,66.5,7.19,108.4,101.2,-0.61,9.0,0.0,0.0,0.0,0.0,12.0,23.0,15.0,1.0
15.19,111.4,0.008,66.5,7.19,108.4,101.2,-0.61,9.0,0.0,0.0,0.0,0.0,12.0,23.0,15.0,30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,0.0
22.17,116.2,0.11,70.7,9.58,109.4,99.8,7.64,2.0,0.0,0.0,0.0,0.0,14.0,23.0,12.0,19.97,116.2,0.002,59.5,2.79,104.3,101.5,5.43,7.0,0.0,0.0,1.0,0.0,8.0,20.0,10.0,1.0
19.97,116.2,0.002,59.5,2.79,104.3,101.5,5.43,7.0,0.0,0.0,1.0,0.0,8.0,20.0,10.0,22.17,116.2,0.11,70.7,9.58,109.4,99.8,7.64,2.0,0.0,0.0,0.0,0.0,14.0,23.0,12.0,0.0
25.09,120.6,0.044000000000000004,63.9,10.37,108.4,98.0,0.04,2.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,15.38,112.5,-0.003,65.8,7.78,106.7,98.9,-5.55,7.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,1.0
15.38,112.5,-0.003,65.8,7.78,106.7,98.9,-5.55,7.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,25.09,120.6,0.044000000000000004,63.9,10.37,108.4,98.0,0.04,2.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,0.0
14.21,109.2,0.037000000000000005,68.1,9.14,108.9,99.8,-2.4,12.0,0.0,0.0,0.0,0.0,13.0,22.0,14.0,7.99,108.6,0.036000000000000004,67.6,-1.41,104.1,105.5,3.69,13.0,0.0,0.0,1.0,0.0,11.0,22.0,11.0,1.0
7.99,108.6,0.036000000000000004,67.6,-1.41,104.1,105.5,3.69,13.0,0.0,0.0,1.0,0.0,11.0,22.0,11.0,14.21,109.2,0.037000000000000005,68.1,9.14,108.9,99.8,-2.4,12.0,0.0,0.0,0.0,0.0,13.0,22.0,14.0,0.0
14.6,111.9,-0.021,68.2,-0.85,103.3,104.2,1.69,12.0,0.0,0.0,1.0,0.0,12.0,22.0,13.0,4.64,101.6,0.045,63.0,1.43,104.3,102.9,2.61,13.0,0.0,0.0,1.0,0.0,10.0,22.0,14.0,1.0
4.64,101.6,0.045,63.0,1.43,104.3,102.9,2.61,13.0,0.0,0.0,1.0,0.0,10.0,22.0,14.0,14.6,111.9,-0.021,68.2,-0.85,103.3,104.2,1.69,12.0,0.0,0.0,1.0,0.0,12.0,22.0,13.0,0.0
25.41,113.1,-0.057,65.3,9.34,108.4,99.0,0.79,3.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,22.17,116.2,0.11,70.7,9.58,109.4,99.8,7.64,2.0,0.0,0.0,0.0,0.0,14.0,23.0,12.0,1.0
22.17,116.2,0.11,70.7,9.58,109.4,99.8,7.64,2.0,0.0,0.0,0.0,0.0,14.0,23.0,12.0,25.41,113.1,-0.057,65.3,9.34,108.4,99.0,0.79,3.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,0.0
30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,24.32,115.1,-0.004,58.3,8.99,109.0,100.0,-6.51,4.0,0.0,0.0,0.0,0.0,7.0,21.0,10.0,1.0
24.32,115.1,-0.004,58.3,8.99,109.0,100.0,-6.51,4.0,0.0,0.0,0.0,0.0,7.0,21.0,10.0,30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,0.0
29.94,118.0,0.047,64.1,10.03,109.3,99.3,-1.63,1.0,0.0,0.0,1.0,0.0,12.0,23.0,12.0,14.6,111.9,-0.021,68.2,-0.85,103.3,104.2,1.69,12.0,0.0,0.0,1.0,0.0,12.0,22.0,13.0,1.0
14.6,111.9,-0.021,68.2,-0.85,103.3,104.2,1.69,12.0,0.0,0.0,1.0,0.0,12.0,22.0,13.0,29.94,118.0,0.047,64.1,10.03,109.3,99.3,-1.63,1.0,0.0,0.0,1.0,0.0,12.0,23.0,12.0,0.0
22.05,117.3,0.054000000000000006,63.8,6.94,108.1,101.2,3.5,3.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,21.29,114.6,-0.019,63.8,9.0,108.5,99.5,-1.98,7.0,0.0,0.0,0.0,0.0,11.0,23.0,10.0,1.0
21.29,114.6,-0.019,63.8,9.0,108.5,99.5,-1.98,7.0,0.0,0.0,0.0,0.0,11.0,23.0,10.0,22.05,117.3,0.054000000000000006,63.8,6.94,108.1,101.2,3.5,3.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,0.0
23.61,117.0,-0.036000000000000004,66.2,3.36,105.2,101.8,14.93,10.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,26.68,113.5,0.043,61.1,7.35,107.1,99.8,-0.19,3.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,1.0
26.68,113.5,0.043,61.1,7.35,107.1,99.8,-0.19,3.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,23.61,117.0,-0.036000000000000004,66.2,3.36,105.2,101.8,14.93,10.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,0.0
35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,14.21,109.2,0.037000000000000005,68.1,9.14,108.9,99.8,-2.4,12.0,0.0,0.0,0.0,0.0,13.0,22.0,14.0,1.0
14.21,109.2,0.037000000000000005,68.1,9.14,108.9,99.8,-2.4,12.0,0.0,0.0,0.0,0.0,13.0,22.0,14.0,35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,0.0
31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,21.15,115.8,0.032,63.3,8.71,108.2,99.5,0.59,5.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,1.0
21.15,115.8,0.032,63.3,8.71,108.2,99.5,0.59,5.0,0.0,0.0,0.0,0.0,12.0,24.0,13.0,31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,0.0
25.09,120.6,0.044000000000000004,63.9,10.37,108.4,98.0,0.04,2.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,22.75,113.6,0.04,63.4,9.32,109.1,99.7,-6.32,3.0,0.0,0.0,0.0,0.0,13.0,25.0,12.0,1.0
22.75,113.6,0.04,63.4,9.32,109.1,99.7,-6.32,3.0,0.0,0.0,0.0,0.0,13.0,25.0,12.0,25.09,120.6,0.044000000000000004,63.9,10.37,108.4,98.0,0.04,2.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,0.0
30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,25.41,113.1,-0.057,65.3,9.34,108.4,99.0,0.79,3.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,1.0
25.41,113.1,-0.057,65.3,9.34,108.4,99.0,0.79,3.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,0.0
29.94,118.0,0.047,64.1,10.03,109.3,99.3,-1.63,1.0,0.0,0.0,1.0,0.0,12.0,23.0,12.0,22.05,117.3,0.054000000000000006,63.8,6.94,108.1,101.2,3.5,3.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,1.0
22.05,117.3,0.054000000000000006,63.8,6.94,108.1,101.2,3.5,3.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,29.94,118.0,0.047,64.1,10.03,109.3,99.3,-1.63,1.0,0.0,0.0,1.0,0.0,12.0,23.0,12.0,0.0
35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,23.61,117.0,-0.036000000000000004,66.2,3.36,105.2,101.8,14.93,10.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,1.0
23.61,117.0,-0.036000000000000004,66.2,3.36,105.2,101.8,14.93,10.0,0.0,0.0,1.0,0.0,11.0,24.0,12.0,35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,0.0
31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,25.09,120.6,0.044000000000000004,63.9,10.37,108.4,98.0,0.04,2.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,1.0
25.09,120.6,0.044000000000000004,63.9,10.37,108.4,98.0,0.04,2.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,0.0
35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,1.0
30.22,122.1,0.05,72.5,10.18,108.0,97.8,1.5,1.0,0.0,0.0,1.0,0.0,15.0,28.0,14.0,35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,0.0
31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,29.94,118.0,0.047,64.1,10.03,109.3,99.3,-1.63,1.0,0.0,0.0,1.0,0.0,12.0,23.0,12.0,1.0
29.94,118.0,0.047,64.1,10.03,109.3,99.3,-1.63,1.0,0.0,0.0,1.0,0.0,12.0,23.0,12.0,31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,0.0
35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,1.0
31.51,118.0,0.012,68.1,5.83,107.0,101.1,5.45,1.0,0.0,0.0,1.0,0.0,14.0,26.0,12.0,35.21,120.9,0.012,66.8,9.57,109.2,99.6,-1.41,1.0,0.0,0.0,1.0,0.0,12.0,26.0,12.0,0.0
0.76,102.0,0.015,65.3,-1.9,103.6,105.5,3.49,16.0,0.0,0.0,1.0,0.0,13.0,24.0,15.0,-2.97,100.7,0.025,63.6,-11.71,95.4,107.2,9.21,16.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,1.0
-2.97,100.7,0.025,63.6,-11.71,95.4,107.2,9.21,16.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,0.76,102.0,0.015,65.3,-1.9,103.6,105.5,3.49,16.0,0.0,0.0,1.0,0.0,13.0,24.0,15.0,0.0
29.25,116.0,0.024,67.1,10.37,109.0,98.6,-1.68,1.0,0.0,0.0,0.0,0.0,14.0,28.0,12.0,-4.04,104.3,0.040999999999999995,69.5,-3.37,102.1,105.5,12.4,16.0,0.0,0.0,1.0,0.0,12.0,26.0,15.0,1.0
-4.04,104.3,0.040999999999999995,69.5,-3.37,102.1,105.5,12.4,16.0,0.0,0.0,1.0,0.0,12.0,26.0,15.0,29.25,116.0,0.024,67.1,10.37,109.0,98.6,-1.68,1.0,0.0,0.0,0.0,0.0,14.0,28.0,12.0,0.0
24.31,117.5,0.053,66.3,10.23,108.5,98.3,3.18,2.0,0.0,0.0,0.0,0.0,13.0,23.0,12.0,-0.98,102.3,0.13,67.2,-5.64,99.6,105.3,-4.08,15.0,0.0,0.0,1.0,0.0,11.0,23.0,13.0,1.0
-0.98,102.3,0.13,67.2,-5.64,99.6,105.3,-4.08,15.0,0.0,0.0,1.0,0.0,11.0,23.0,13.0,24.31,117.5,0.053,66.3,10.23,108.5,98.3,3.18,2.0,0.0,0.0,0.0,0.0,13.0,23.0,12.0,0.0
24.51,117.5,0.003,67.1,4.63,105.1,100.5,10.61,4.0,0.0,0.0,1.0,0.0,10.0,27.0,11.0,6.9,102.9,-0.013999999999999999,64.8,-1.6,100.9,102.5,-1.83,13.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,1.0
6.9,102.9,-0.013999999999999999,64.8,-1.6,100.9,102.5,-1.83,13.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,24.51,117.5,0.003,67.1,4.63,105.1,100.5,10.61,4.0,0.0,0.0,1.0,0.0,10.0,27.0,11.0,0.0
14.86,111.5,0.075,66.1,3.5,104.6,101.1,-8.66,8.0,0.0,0.0,0.0,0.0,13.0,25.0,12.0,15.78,110.3,-0.013999999999999999,62.8,2.51,103.0,100.5,6.15,9.0,0.0,0.0,0.0,0.0,9.0,23.0,12.0,1.0
15.78,110.3,-0.013999999999999999,62.8,2.51,103.0,100.5,6.15,9.0,0.0,0.0,0.0,0.0,9.0,23.0,12.0,14.86,111.5,0.075,66.1,3.5,104.6,101.1,-8.66,8.0,0.0,0.0,0.0,0.0,13.0,25.0,12.0,0.0
13.55,110.0,0.039,66.3,9.61,108.3,98.7,-3.29,10.0,0.0,0.0,0.0,0.0,13.0,23.0,12.0,17.37,116.8,0.001,66.0,9.17,108.0,98.8,-3.54,7.0,0.0,0.0,0.0,0.0,9.0,23.0,12.0,1.0
17.37,116.8,0.001,66.0,9.17,108.0,98.8,-3.54,7.0,0.0,0.0,0.0,0.0,9.0,23.0,12.0,13.55,110.0,0.039,66.3,9.61,108.3,98.7,-3.29,10.0,0.0,0.0,0.0,0.0,13.0,23.0,12.0,0.0
28.67,112.8,-0.009000000000000001,65.9,4.73,105.5,100.8,4.19,2.0,0.0,0.0,1.0,0.0,13.0,25.0,12.0,5.18,102.2,-0.045,71.8,0.26,104.0,103.7,5.14,15.0,0.0,0.0,0.0,0.0,12.0,24.0,17.0,1.0
5.18,102.2,-0.045,71.8,0.26,104.0,103.7,5.14,15.0,0.0,0.0,0.0,0.0,12.0,24.0,17.0,28.67,112.8,-0.009000000000000001,65.9,4.73,105.5,100.8,4.19,2.0,0.0,0.0,1.0,0.0,13.0,25.0,12.0,0.0
14.75,112.2,0.013999999999999999,62.5,11.39,108.5,97.1,0.63,10.0,0.0,0.0,0.0,0.0,9.0,21.0,11.0,19.62,116.4,-0.024,67.9,6.19,105.4,99.2,-4.45,7.0,0.0,0.0,0.0,0.0,14.0,22.0,14.0,1.0
19.62,116.4,-0.024,67.9,6.19,105.4,99.2,-4.45,7.0,0.0,0.0,0.0,0.0,14.0,22.0,14.0,14.75,112.2,0.013999999999999999,62.5,11.39,108.5,97.1,0.63,10.0,0.0,0.0,0.0,0.0,9.0,21.0,11.0,0.0
31.14,123.2,-0.011000000000000001,72.9,9.91,108.2,98.3,1.06,1.0,0.0,0.0,0.0,0.0,15.0,27.0,13.0,-0.86,101.2,0.076,69.2,-4.54,101.0,105.5,8.71,16.0,0.0,0.0,1.0,0.0,12.0,29.0,16.0,1.0
-0.86,101.2,0.076,69.2,-4.54,101.0,105.5,8.71,16.0,0.0,0.0,1.0,0.0,12.0,29.0,16.0,31.14,123.2,-0.011000000000000001,72.9,9.91,108.2,98.3,1.06,1.0,0.0,0.0,0.0,0.0,15.0,27.0,13.0,0.0
24.59,118.3,0.018000000000000002,66.6,9.49,108.3,98.9,0.46,2.0,0.0,0.0,0.0,0.0,12.0,27.0,13.0,0.99,100.1,0.031,65.5,-7.43,98.2,105.7,4.82,15.0,0.0,0.0,1.0,0.0,14.0,23.0,13.0,1.0
0.99,100.1,0.031,65.5,-7.43,98.2,105.7,4.82,15.0,0.0,0.0,1.0,0.0,14.0,23.0,13.0,24.59,118.3,0.018000000000000002,66.6,9.49,108.3,98.9,0.46,2.0,0.0,0.0,0.0,0.0,12.0,27.0,13.0,0.0
21.84,110.5,-0.012,65.9,8.94,107.2,98.3,-5.45,5.0,0.0,0.0,0.0,0.0,9.0,24.0,11.0,9.7,110.6,0.051,60.8,3.1,104.7,101.6,1.88,12.0,0.0,0.0,1.0,0.0,8.0,24.0,11.0,1.0
9.7,110.6,0.051,60.8,3.1,104.7,101.6,1.88,12.0,0.0,0.0,1.0,0.0,8.0,24.0,11.0,21.84,110.5,-0.012,65.9,8.94,107.2,98.3,-5.45,5.0,0.0,0.0,0.0,0.0,9.0,24.0,11.0,0.0
19.65,112.2,-0.048,65.4,10.16,109.2,99.0,2.01,7.0,0.0,0.0,0.0,0.0,14.0,24.0,12.0,15.43,108.1,0.031,64.5,8.44,107.4,98.9,-4.18,10.0,0.0,0.0,0.0,0.0,11.0,21.0,14.0,1.0
15.43,108.1,0.031,64.5,8.44,107.4,98.9,-4.18,10.0,0.0,0.0,0.0,0.0,11.0,21.0,14.0,19.65,112.2,-0.048,65.4,10.16,109.2,99.0,2.01,7.0,0.0,0.0,0.0,0.0,14.0,24.0,12.0,0.0
15.01,113.1,0.053,63.9,7.85,107.1,99.3,-4.3,9.0,0.0,0.0,0.0,0.0,12.0,24.0,12.0,20.1,114.0,-0.046,69.0,4.57,105.4,100.9,0.39,8.0,0.0,0.0,0.0,0.0,9.0,27.0,11.0,1.0
20.1,114.0,-0.046,69.0,4.57,105.4,100.9,0.39,8.0,0.0,0.0,0.0,0.0,9.0,27.0,11.0,15.01,113.1,0.053,63.9,7.85,107.1,99.3,-4.3,9.0,0.0,0.0,0.0,0.0,12.0,24.0,12.0,0.0
23.93,119.5,-0.03,65.3,8.42,107.6,99.1,-3.43,6.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,13.62,110.1,-0.073,65.8,0.23,102.9,102.7,3.46,11.0,0.0,0.0,1.0,0.0,10.0,23.0,12.0,1.0
13.62,110.1,-0.073,65.8,0.23,102.9,102.7,3.46,11.0,0.0,0.0,1.0,0.0,10.0,23.0,12.0,23.93,119.5,-0.03,65.3,8.42,107.6,99.1,-3.43,6.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,0.0
23.89,114.4,0.021,68.3,9.99,108.9,98.9,-5.37,3.0,0.0,0.0,0.0,0.0,12.0,25.0,13.0,4.7,105.3,0.09300000000000001,60.7,-6.34,97.6,104.0,0.55,14.0,0.0,0.0,1.0,0.0,9.0,23.0,13.0,1.0
4.7,105.3,0.09300000000000001,60.7,-6.34,97.6,104.0,0.55,14.0,0.0,0.0,1.0,0.0,9.0,23.0,13.0,23.89,114.4,0.021,68.3,9.99,108.9,98.9,-5.37,3.0,0.0,0.0,0.0,0.0,12.0,25.0,13.0,0.0
8.1,111.1,0.092,65.6,-0.6,102.2,102.8,6.63,12.0,0.0,0.0,1.0,0.0,12.0,24.0,13.0,18.72,106.8,0.001,62.8,7.96,106.5,98.6,-3.36,5.0,0.0,0.0,0.0,0.0,9.0,23.0,12.0,1.0
18.72,106.8,0.001,62.8,7.96,106.5,98.6,-3.36,5.0,0.0,0.0,0.0,0.0,9.0,23.0,12.0,8.1,111.1,0.092,65.6,-0.6,102.2,102.8,6.63,12.0,0.0,0.0,1.0,0.0,12.0,24.0,13.0,0.0
22.09,113.1,-0.005,72.2,10.18,109.4,99.2,0.09,4.0,0.0,0.0,0.0,0.0,15.0,25.0,14.0,11.55,107.8,-0.004,67.2,4.96,105.3,100.3,-3.07,13.0,0.0,0.0,1.0,0.0,11.0,26.0,14.0,1.0
11.55,107.8,-0.004,67.2,4.96,105.3,100.3,-3.07,13.0,0.0,0.0,1.0,0.0,11.0,26.0,14.0,22.09,113.1,-0.005,72.2,10.18,109.4,99.2,0.09,4.0,0.0,0.0,0.0,0.0,15.0,25.0,14.0,0.0
15.96,117.7,0.018000000000000002,64.9,11.33,109.0,97.7,2.34,12.0,0.0,0.0,0.0,0.0,11.0,22.0,12.0,17.8,110.8,0.013000000000000001,65.0,7.29,107.9,100.6,6.96,5.0,0.0,0.0,0.0,0.0,7.0,27.0,13.0,1.0
17.8,110.8,0.013000000000000001,65.0,7.29,107.9,100.6,6.96,5.0,0.0,0.0,0.0,0.0,7.0,27.0,13.0,15.96,117.7,0.018000000000000002,64.9,11.33,109.0,97.7,2.34,12.0,0.0,0.0,0.0,0.0,11.0,22.0,12.0,0.0
23.03,118.2,-0.018000000000000002,59.1,10.14,108.9,98.8,-2.04,6.0,0.0,0.0,0.0,0.0,8.0,22.0,11.0,14.38,109.9,-0.005,63.5,6.68,106.9,100.3,7.22,11.0,0.0,0.0,1.0,0.0,11.0,25.0,12.0,1.0
14.38,109.9,-0.005,63.5,6.68,106.9,100.3,7.22,11.0,0.0,0.0,1.0,0.0,11.0,25.0,12.0,23.03,118.2,-0.018000000000000002,59.1,10.14,108.9,98.8,-2.04,6.0,0.0,0.0,0.0,0.0,8.0,22.0,11.0,0.0
11.96,105.3,0.009000000000000001,63.7,3.76,104.6,100.9,7.07,13.0,0.0,0.0,1.0,0.0,11.0,22.0,12.0,18.88,111.6,0.051,72.8,7.66,107.5,99.9,-4.35,4.0,0.0,0.0,0.0,0.0,12.0,28.0,15.0,1.0
18.88,111.6,0.051,72.8,7.66,107.5,99.9,-4.35,4.0,0.0,0.0,0.0,0.0,12.0,28.0,15.0,11.96,105.3,0.009000000000000001,63.7,3.76,104.6,100.9,7.07,13.0,0.0,0.0,1.0,0.0,11.0,22.0,12.0,0.0
10.23,103.3,0.107,64.5,2.34,104.9,102.6,-4.57,11.0,0.0,0.0,0.0,0.0,13.0,24.0,13.0,24.21,115.1,-0.067,63.7,10.95,108.9,98.0,2.11,6.0,0.0,0.0,0.0,0.0,15.0,23.0,12.0,1.0
24.21,115.1,-0.067,63.7,10.95,108.9,98.0,2.11,6.0,0.0,0.0,0.0,0.0,15.0,23.0,12.0,10.23,103.3,0.107,64.5,2.34,104.9,102.6,-4.57,11.0,0.0,0.0,0.0,0.0,13.0,24.0,13.0,0.0
23.83,114.5,-0.013000000000000001,67.2,8.83,107.9,99.1,1.55,3.0,0.0,0.0,0.0,0.0,12.0,26.0,14.0,12.29,114.3,-0.009000000000000001,67.5,-1.6,103.1,104.7,2.21,14.0,0.0,0.0,1.0,0.0,10.0,24.0,11.0,1.0
12.29,114.3,-0.009000000000000001,67.5,-1.6,103.1,104.7,2.21,14.0,0.0,0.0,1.0,0.0,10.0,24.0,11.0,23.83,114.5,-0.013000000000000001,67.2,8.83,107.9,99.1,1.55,3.0,0.0,0.0,0.0,0.0,12.0,26.0,14.0,0.0
26.06,111.2,0.068,66.9,9.57,108.6,99.0,-0.19,1.0,0.0,0.0,1.0,0.0,12.0,25.0,13.0,0.76,102.0,0.015,65.3,-1.9,103.6,105.5,3.49,16.0,0.0,0.0,1.0,0.0,13.0,24.0,15.0,1.0
0.76,102.0,0.015,65.3,-1.9,103.6,105.5,3.49,16.0,0.0,0.0,1.0,0.0,13.0,24.0,15.0,26.06,111.2,0.068,66.9,9.57,108.6,99.0,-0.19,1.0,0.0,0.0,1.0,0.0,12.0,25.0,13.0,0.0
21.02,117.1,-0.013999999999999999,67.5,8.22,107.8,99.5,-4.95,6.0,0.0,0.0,0.0,0.0,12.0,23.0,11.0,15.12,116.7,0.046,60.0,-0.47,103.2,103.6,-2.77,11.0,0.0,0.0,1.0,0.0,10.0,23.0,11.0,1.0
15.12,116.7,0.046,60.0,-0.47,103.2,103.6,-2.77,11.0,0.0,0.0,1.0,0.0,10.0,23.0,11.0,21.02,117.1,-0.013999999999999999,67.5,8.22,107.8,99.5,-4.95,6.0,0.0,0.0,0.0,0.0,12.0,23.0,11.0,0.0
24.37,114.3,0.091,66.5,12.33,109.4,97.1,5.81,2.0,0.0,0.0,0.0,0.0,13.0,24.0,14.0,1.49,102.0,0.055,66.0,-7.27,99.3,106.5,0.44,15.0,0.0,0.0,1.0,0.0,10.0,23.0,15.0,1.0
