rank,team,conference,record,adj_em,adj_o,adj_o_rank,adj_d,adj_d_rank,adj_tempo,adj_tempo_rank,luck,luck_rank,sos_adj_em,sos_adj_em_rank,sos_adj_o,sos_adj_o_rank,sos_adj_d,sos_adj_d_rank,nc_sos_adj_em,nc_sos_adj_em_rank,ncaa_seed,Season,TeamName
341,Central Connecticut,NEC,6-23,-21.08,92.8,335,113.9,325,64.5,308,-0.023,243,-8.06,328,99.3,334,107.4,289,-3.68,270,,2017,Central Conn
342,Alabama St.,SWAC,8-23,-21.56,91.1,346,112.6,315,68.1,156,-0.007,200,-9.58,341,99.1,336,108.7,332,2.87,74,,2017,Alabama St
343,Coppin St.,MEAC,8-24,-21.74,93.7,331,115.4,336,68.4,132,0.002,180,-6.83,318,100.7,314,107.5,296,7.94,18,,2017,Coppin St
344,Florida A&M;,MEAC,6-23,-22.34,93.6,332,116,339,68.9,105,-0.085,337,-12.72,351,97.7,349,110.4,351,-4.02,279,,2017,Florida A&M;
345,Mississippi Valley St.,SWAC,7-25,-22.45,95.8,319,118.2,347,70.9,42,0.025,119,-6.63,316,100.5,321,107.1,277,11.82,6,,2017,MS Valley St
346,St. Francis NY,NEC,4-27,-24.3,87.8,350,112.1,308,66.8,226,-0.037,276,-7.05,320,100.6,318,107.7,305,-1.34,206,,2017,St Francis NY
347,Longwood,BSth,6-24,-25.12,92.2,338,117.3,343,70.1,61,0.017,147,-5.47,293,101.5,288,107,275,0.04,160,,2017,Longwood
348,Arkansas Pine Bluff,SWAC,7-25,-25.2,85.6,351,110.8,298,67.2,209,-0.01,212,-9,336,100.4,322,109.4,343,2.99,71,,2017,Ark Pine Bluff
349,North Carolina A&T;,MEAC,3-29,-27.47,95.5,321,123,351,62.5,341,-0.086,338,-8.89,335,98.9,340,107.8,308,0.54,149,,2017,NC A&T;
350,Presbyterian,BSth,5-25,-29.23,88.9,349,118.1,346,63.9,320,0.018,142,-4.09,253,102.8,239,106.9,270,2.71,79,,2017,Presbyterian
351,Alabama A&M;,SWAC,2-27,-30.22,91.6,341,121.8,350,63.8,322,-0.075,327,-9.75,342,98.8,341,108.6,331,1.48,120,,2017,Alabama A&M;
